node_id,pmid,title,journal,year,doi,n_authors,n_mesh_terms
paper_38314254,38314254,Family resilience of families with parental cancer and minor children: a qualitative analysis.,Frontiers in psychology,2023.0,10.3389/fpsyg.2023.1251049,11,0
paper_35360480,35360480,"Action Recognition, Tracking, and Optimization Analysis of Training Process Based on the Support Vector Regression Model.",Journal of healthcare engineering,2022.0,10.1155/2022/2174240,1,3
paper_29786753,29786753,Hypoxia‑induced expression of CXCR4 favors trophoblast cell migration and invasion via the activation of HIF‑1α.,International journal of molecular medicine,2018.0,10.3892/ijmm.2018.3701,4,12
paper_30483796,30483796,Lysine demethylase 2A promotes the progression of ovarian cancer by regulating the PI3K pathway and reversing epithelial‑mesenchymal transition.,Oncology reports,2019.0,10.3892/or.2018.6888,10,28
paper_35686156,35686156,Scanning Imaging Study of Patients with Parkinson's Disease Lower Urinary Tract Dysfunction Based on Linear Equation.,Scanning,2022.0,10.1155/2022/9506328,5,5
paper_35048845,35048845,Automated Tools to Advance High-Resolution Imaging in Liquid.,"Microscopy and microanalysis : the official journal of Microscopy Society of America, Microbeam Analysis Society, Microscopical Society of Canada",2022.0,10.1017/S1431927621013921,9,0
paper_35132359,35132359,Differential Diagnosis of Hemophagocytic Syndrome by <sup>18</sup>F-FDG PET/CT: A Meta-Analysis.,Journal of healthcare engineering,2022.0,10.1155/2022/4448993,6,8
paper_40404766,40404766,Optimizing credit card fraud detection with random forests and SMOTE.,Scientific reports,2025.0,10.1038/s41598-025-00873-y,6,0
paper_29427283,29427283,Naringenin Decreases α-Synuclein Expression and Neuroinflammation in MPTP-Induced Parkinson's Disease Model in Mice.,Neurotoxicity research,2018.0,10.1007/s12640-018-9869-3,10,22
paper_37991974,37991974,"Anthropometric Measurements of Singleton Live Full-Term Newborns in Comparison to Who Standard at University of Gondar Comprehensive Specialised Hospital, Ethiopia.",Journal of mother and child,2023.0,10.34763/jmotherandchild.20232701.d-23-00043,17,9
paper_33986943,33986943,Feature Extraction of Kidney Tissue Image Based on Ultrasound Image Segmentation.,Journal of healthcare engineering,2021.0,10.1155/2021/9915697,5,6
paper_38416886,38416886,Molecular Breast Imaging in the Screening Setting.,Journal of breast imaging,2023.0,10.1093/jbi/wbad011,4,8
paper_31467172,31467172,MiR-34b inhibits the proliferation and promotes apoptosis in colon cancer cells by targeting Wnt/β-catenin signaling pathway.,Bioscience reports,2019.0,10.1042/BSR20191799,3,15
paper_35663344,35663344,"Prevalence of Refractive Error in School Children in Suining City of Sichuan Province, China: A School-Based Cross-Sectional Study.",Applied bionics and biomechanics,2022.0,10.1155/2022/4845713,5,0
paper_38431953,38431953,Purine Nucleoside Phosphorylase Deficiency in Two Unrelated Patients with Autoimmune Hemolytic Anemia and Eosinophilia: Two Novel Mutations.,Archives of Iranian medicine,2023.0,10.34172/aim.2023.105,7,8
paper_38883849,38883849,The Protocol for the Development of Iranian Clinical Practice Guideline on Dyslipidemia.,ARYA atherosclerosis,2023.0,10.48305/arya.2023.41868.2904,4,0
paper_39100476,39100476,"A proposed framework for defining the relationship between complexity, project categorization, and project risk management: Case study of a medical company in Morocco.",Heliyon,2024.0,10.1016/j.heliyon.2024.e33570,10,0
paper_38222851,38222851,Potential causal links and mediation pathway between urban greenness and lung cancer mortality: Result from a large cohort (2009 to 2020).,Sustainable cities and society,2024.0,10.1016/j.scs.2023.105079,18,0
paper_38203216,38203216,Crosstalk between G-Quadruplexes and Dnmt3a-Mediated Methylation of the <i>c-MYC</i> Oncogene Promoter.,International journal of molecular sciences,2023.0,10.3390/ijms25010045,7,8
paper_39167027,39167027,"The gut-facial aging axis: A two-sample Mendelian randomization and mediation analysis of gut microbiota, gut microbiota metabolic pathways, and blood metabolites.",Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI),2024.0,10.1111/srt.70006,6,10
paper_38257856,38257856,"<i>Mycobacterium chimaera</i> Infections in a Unit of Cardio Surgery: Study at a General Hospital in Padua, Italy.",Microorganisms,2023.0,10.3390/microorganisms12010029,13,0
paper_29422967,29422967,Effects of Grb2-associated binding protein 2-specific siRNA on the migration and invasion of MG-63 osteosarcoma cells.,Oncology letters,2018.0,10.3892/ol.2017.7375,5,0
paper_28529580,28529580,"MicroRNA-592 targets IGF-1R to suppress cellular proliferation, migration and invasion in hepatocellular carcinoma.",Oncology letters,2017.0,10.3892/ol.2017.5902,7,0
paper_39876862,39876862,The Calgary Kids' Hand Rule: External Validation of a Prediction Model to Triage Pediatric Hand Fractures.,"Plastic surgery (Oakville, Ont.)",2025.0,10.1177/22925503231190933,10,0
paper_38222274,38222274,Trehalose accumulation enhances drought tolerance by modulating photosynthesis and ROS-antioxidant balance in drought sensitive and tolerant rice cultivars.,Physiology and molecular biology of plants : an international journal of functional plant biology,2023.0,10.1007/s12298-023-01404-7,5,0
paper_38924131,38924131,High-frequency ultrasound evaluation of morphea: Retrospective analytical study.,Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI),2024.0,10.1111/srt.13818,5,12
paper_38275326,38275326,Foodborne Pathogen Dynamics in Meat and Meat Analogues Analysed Using Traditional Microbiology and Metagenomic Sequencing.,"Antibiotics (Basel, Switzerland)",2023.0,10.3390/antibiotics13010016,5,0
paper_36051477,36051477,A Novel Protein Elicitor (PELL1) Extracted from <i>Lecanicillium lecanii</i> Induced Resistance against <i>Bemisia tabaci</i> (Hemiptera: Aleyrodidae) in <i>Gossypium hirsutum</i> L.,BioMed research international,2022.0,10.1155/2022/3097521,14,5
paper_26422789,26422789,RETRACTED: In Vitro and In Vivo Plant Growth Promoting Activities and DNA Fingerprinting of Antagonistic Endophytic Actinomycetes Associates with Medicinal Plants.,PloS one,2015.0,10.1371/journal.pone.0139468,6,5
paper_34485520,34485520,High-Throughput Screen of Natural Compounds and Biomarkers for NSCLC Treatment by Differential Expression and Weighted Gene Coexpression Network Analysis (WGCNA).,BioMed research international,2021.0,10.1155/2021/5955343,12,12
paper_38590838,38590838,"Sources, effects and present perspectives of heavy metals contamination: Soil, plants and human food chain.",Heliyon,2024.0,10.1016/j.heliyon.2024.e28357,7,0
paper_38628089,38628089,Coronary slow flow and angiography-derived index of microcirculatory resistance as prognostic predictors in patients with angina and normal coronary arteries: a retrospective cohort study.,Acta cardiologica,2024.0,10.1080/00015385.2023.2281115,10,8
paper_38201043,38201043,A Sensitive and Specific Monoclonal Antibody Based Enzyme-Linked Immunosorbent Assay for the Rapid Detection of Pretilachlor in Grains and the Environment.,"Foods (Basel, Switzerland)",2023.0,10.3390/foods13010012,8,0
paper_38076037,38076037,Therapeutic effects of garlic (<i>Allium sativum</i>) on female reproductive system: A systematic review.,Heliyon,2023.0,10.1016/j.heliyon.2023.e22555,4,0
paper_38239507,38239507,Spatial profiling of the placental chorioamniotic membranes reveals upregulation of immune checkpoint proteins during Group B <i>Streptococcus</i> infection in a nonhuman primate model.,Frontiers in cellular and infection microbiology,2023.0,10.3389/fcimb.2023.1299644,11,13
paper_39130466,39130466,Enhanced grid integration through advanced predictive control of a permanent magnet synchronous generator - Superconducting magnetic energy storage wind energy system.,Heliyon,2024.0,10.1016/j.heliyon.2024.e33942,2,0
paper_31115479,31115479,Sirt1 inhibits HG-induced endothelial injury: Role of Mff-based mitochondrial fission and F‑actin homeostasis-mediated cellular migration.,International journal of molecular medicine,2019.0,10.3892/ijmm.2019.4185,5,13
paper_38349953,38349953,Serum neurofilament light chain - A potential biomarker for polyneuropathy in type 2 diabetes?,Diabetes research and clinical practice,2023.0,10.1016/j.diabres.2023.110988,12,7
paper_35222887,35222887,Design of Optimal Scheduling Model for Emergency Medical Supplies by Blockchain Technology.,Journal of healthcare engineering,2022.0,10.1155/2022/4608761,1,4
paper_39149022,39149022,Productivity and profitability of black rice as affected by transplanting methods and crop geometry.,Heliyon,2024.0,10.1016/j.heliyon.2024.e34741,5,0
paper_31886236,31886236,Effect of Metformin on a Preeclampsia-Like Mouse Model Induced by High-Fat Diet.,BioMed research international,2019.0,10.1155/2019/6547019,5,14
paper_38275667,38275667,Insights into the Effects of Hydroxycinnamic Acid and Its Secondary Metabolites as Antioxidants for Oxidative Stress and Plant Growth under Environmental Stresses.,Current issues in molecular biology,2023.0,10.3390/cimb46010007,8,0
paper_38488671,38488671,RETRACTED: Exploring the tumor microenvironment: Chemokine-related genes and immunotherapy/chemotherapy response in clear-cell renal cell carcinoma.,Environmental toxicology,2025.0,10.1002/tox.24190,6,10
paper_38149210,38149210,Optimization of RT-PCR methods for enterovirus detection in groundwater.,Heliyon,2023.0,10.1016/j.heliyon.2023.e23028,6,0
paper_39296185,39296185,MobileNet-V2 /IFHO model for Accurate Detection of early-stage diabetic retinopathy.,Heliyon,2024.0,10.1016/j.heliyon.2024.e37293,3,0
paper_38179781,38179781,"Anti-A and anti-B titers, age, gender, biochemical parameters, and body mass index in Japanese blood donors.",Immunohematology,2023.0,10.2478/immunohematology-2023-023,13,7
paper_37961833,37961833,Investigation of the activity of a novel tropolone in osteosarcoma.,Drug development research,2024.0,10.1002/ddr.22129,9,7
paper_37957421,37957421,The 2022 classifications of lymphoid neoplasms : Keynote.,"Pathologie (Heidelberg, Germany)",2023.0,10.1007/s00292-023-01247-9,1,6
paper_38623208,38623208,Pesticides impacts on human health and the environment with their mechanisms of action and possible countermeasures.,Heliyon,2024.0,10.1016/j.heliyon.2024.e29128,12,0
paper_39238778,39238778,"Emerging sensing, imaging, and computational technologies to scale nano-to macroscale rhizosphere dynamics - Review and research perspectives.",Soil biology & biochemistry,2024.0,10.1016/j.soilbio.2023.109253,14,0
paper_39377853,39377853,"Comment on, ""T2-FLAIR mismatch sign, an imaging biomarker for CDKN2A-intact in non-enhancing astrocytoma, IDH-mutant"".",Neurosurgical review,2024.0,10.1007/s10143-024-02967-z,2,0
paper_35242247,35242247,Expression Profile and Prognostic Values of CDH Family Members in Lung Adenocarcinoma.,Disease markers,2022.0,10.1155/2022/9644466,3,7
paper_34280195,34280195,The comparative effectiveness of 55 interventions in obese patients with polycystic ovary syndrome: A network meta-analysis of 101 randomized trials.,PloS one,2021.0,10.1371/journal.pone.0254412,9,17
paper_25774923,25774923,RETRACTED: Effects of iron overload on the bone marrow microenvironment in mice.,PloS one,2015.0,10.1371/journal.pone.0120219,13,22
paper_40666570,40666570,Multidisciplinary Surgical Management of Concurrent Traumatic Brain and Abdominal Injuries: A Systematic Review of Integrated Care Approaches and Clinical Outcomes.,Cureus,2025.0,10.7759/cureus.86034,10,0
paper_38298505,38298505,Deep-STP: a deep learning-based approach to predict snake toxin proteins by using word embeddings.,Frontiers in medicine,2023.0,10.3389/fmed.2023.1291352,9,0
paper_36217504,36217504,Meta-Analysis of the Application Effect of Different Modalities of Thermal Ablation and Surgical Treatment in Papillary Thyroid Microcarcinoma.,Disease markers,2022.0,10.1155/2022/9714140,4,7
paper_38205358,38205358,Potent Suppression of Prostate Cancer Cell Growth and Eradication of Cancer Stem Cells by CD44-targeted Nanoliposome-quercetin Nanoparticles.,Journal of cancer prevention,2023.0,10.15430/JCP.2023.28.4.160,2,0
paper_37973875,37973875,Transcriptional responses of cancer cells to heat shock-inducing stimuli involve amplification of robust HSF1 binding.,Nature communications,2023.0,10.1038/s41467-023-43157-7,10,6
paper_38159376,38159376,Chicago sky blue 6B exerts neuroprotective and anti-inflammatory effects on focal cerebral ischemia.,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,2024.0,10.1016/j.biopha.2023.116102,6,10
paper_34258270,34258270,N-Acetylcysteine Improves Inflammatory Response in COPD Patients by Regulating Th17/Treg Balance through Hypoxia Inducible Factor-1<i>α</i> Pathway.,BioMed research international,2021.0,10.1155/2021/6372128,3,16
paper_39138831,39138831,Association between cathepsins and skin cancers: A bidirectional two-sample Mendelian randomization study.,Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI),2024.0,10.1111/srt.13905,5,11
paper_38142971,38142971,Mutations in DNAJC19 cause altered mitochondrial structure and increased mitochondrial respiration in human iPSC-derived cardiomyocytes.,Molecular metabolism,2024.0,10.1016/j.molmet.2023.101859,20,13
paper_38708087,38708087,Silk Fibroin Particles as Carriers in the Development of Hemoglobin-Based Oxygen Carriers.,Advanced nanobiomed research,2023.0,10.1002/anbr.202300019,8,0
paper_34336165,34336165,A Study on Fucosyltransferase 2 Gene Polymorphism and Secretion Status Related to Neonatal Necrotizing Enterocolitis.,Journal of healthcare engineering,2021.0,10.1155/2021/7219850,2,7
paper_23118963,23118963,RETRACTED: Rickettsia species in African Anopheles mosquitoes.,PloS one,2012.0,10.1371/journal.pone.0048254,5,9
paper_38638869,38638869,ChatGPT Performs at the Level of a Third-Year Orthopaedic Surgery Resident on the Orthopaedic In-Training Examination.,JB & JS open access,2023.0,10.2106/JBJS.OA.23.00103,5,0
paper_35388314,35388314,Effect of Carbon Dioxide on Bispectral Index of EEG under Intravenous Target-Controlled Anesthesia Based on Intelligent Medical Treatment.,Journal of healthcare engineering,2022.0,10.1155/2022/4696128,5,6
paper_39036692,39036692,Identification of rare anti-f alloantibody in a tertiary care center in India.,Asian journal of transfusion science,2024.0,10.4103/ajts.ajts_22_21,4,0
paper_35299945,35299945,"PKCε Activation Restores Loss of PKCε, Manganese Superoxide Dismutase, Vascular Endothelial Growth Factor, and Microvessels in Aged and Alzheimer's Disease Hippocampus.",Frontiers in aging neuroscience,2022.0,10.3389/fnagi.2022.836634,5,0
paper_24236012,24236012,"L-plastin nanobodies perturb matrix degradation, podosome formation, stability and lifetime in THP-1 macrophages.",PloS one,2013.0,10.1371/journal.pone.0078108,5,15
paper_34754329,34754329,Effects of Plyometric Exercises versus Flatfoot Corrective Exercises on Postural Control and Foot Posture in Obese Children with a Flexible Flatfoot.,Applied bionics and biomechanics,2021.0,10.1155/2021/3635660,6,0
paper_38357265,38357265,Vasculitis and vasculopathy associated with inborn errors of immunity: an overview.,Frontiers in pediatrics,2023.0,10.3389/fped.2023.1258301,18,0
paper_38899793,38899793,"The investigation and comparison of the efficacy and safety of stromal vascular fraction (SVF), platelet rich plasma (PRP), and 1064-nm Q-switched Nd:YAG laser in reducing nanofat treated infraorbital dark circles and wrinkles: A controlled blinded randomized clinical trial.",Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI),2024.0,10.1111/srt.13793,9,12
paper_39071576,39071576,Study of changes in folding/unfolding properties and stability of <i>Arabidopsis thaliana</i> MYB12 transcription factor following UV-B exposure <i>in vitro</i>.,Heliyon,2024.0,10.1016/j.heliyon.2024.e34189,3,0
paper_31502497,31502497,A review of plant leaf fungal diseases and its environment speciation.,Bioengineered,2019.0,10.1080/21655979.2019.1649520,5,10
paper_37989088,37989088,The 'faulty male' hypothesis for sex-biased mutation and disease.,Current biology : CB,2023.0,10.1016/j.cub.2023.09.028,3,9
paper_35978627,35978627,The Protective Effect of Interval Exercise on Myocardial Ischemia-Reperfusion Injury in Players.,BioMed research international,2022.0,10.1155/2022/4353340,1,10
paper_38276171,38276171,Assessing Genomic Mutations in SARS-CoV-2: Potential Resistance to Antiviral Drugs in Viral Populations from Untreated COVID-19 Patients.,Microorganisms,2023.0,10.3390/microorganisms12010002,8,0
paper_38231720,38231720,CYP3A5 Polymorphisms Leading to Tacrolimus Toxicity Following an Adult Renal Transplant.,"Saudi journal of kidney diseases and transplantation : an official publication of the Saudi Center for Organ Transplantation, Saudi Arabia",2023.0,10.4103/1319-2442.393998,1,9
paper_35178112,35178112,Feasibility and Validity of Cambridge Neuropsychological Test Automated Battery in Mild Cognitive Impairment Screening for Patients with Atrial Fibrillation.,Computational and mathematical methods in medicine,2022.0,10.1155/2022/1527292,8,13
paper_38192358,38192358,Method for the molecular and quantitative identification of oocytes and their developmental stage in teleost fish gonads.,MethodsX,2024.0,10.1016/j.mex.2023.102526,5,0
paper_24835492,24835492,Anti-HBc-positive/HBsAg-negative liver donors pose a higher risk of occult HBV infection but do not cause severe histological damage in liver grafts.,Clinics and research in hepatology and gastroenterology,2014.0,10.1016/j.clinre.2014.03.016,9,12
paper_38148013,38148013,Evidence for distinct mechanisms of immune suppression in EBV-positive and EBV-negative Hodgkin lymphoma.,Journal of clinical and experimental hematopathology : JCEH,2023.0,10.3960/jslrt.23037,7,7
paper_35126616,35126616,Evaluation of Cardiac Function Characteristics after Patent Ductus Arteriosus Closure in Children and Adults by Echocardiographic Data.,Computational and mathematical methods in medicine,2022.0,10.1155/2022/1310841,3,18
paper_38076829,38076829,Oligomerisation mediated by the D2 domain of DTX3L is critical for DTX3L-PARP9 reading function of mono-ADP-ribosylated androgen receptor.,bioRxiv : the preprint server for biology,2023.0,10.1101/2023.11.29.569193,11,0
paper_38186982,38186982,Aspirin inhibits the biological behavior of gallbladder carcinoma cells by modulating vascular endothelial growth factor.,American journal of translational research,2023.0,,6,0
paper_37423360,37423360,Cobalt oxide coupled with graphitic carbon nitride composite heterojunction for efficient Z-scheme photocatalytic environmental pollutants degradation performance.,Environmental research,2023.0,10.1016/j.envres.2023.116574,6,5
paper_32703287,32703287,Curcumin inhibits the migration of osteoclast precursors and osteoclastogenesis by repressing CCL3 production.,BMC complementary medicine and therapies,2020.0,10.1186/s12906-020-03014-2,6,13
paper_39653480,39653480,Mechanics of the artillery fungus.,Fungal biology,2024.0,10.1016/j.funbio.2023.12.002,3,4
paper_38264509,38264509,Discordance Between Inflammatory Bowel Disease Specialists and Insurance Authorization Denials-A Survey of Specific Inflammatory Bowel Disease Treatment Scenarios.,Crohn's & colitis 360,2024.0,10.1093/crocol/otad082,3,0
paper_35941975,35941975,Assessment of Acupoint Therapy of Traditional Chinese Medicine on Cough Variant Asthma: A Meta-analysis.,BioMed research international,2022.0,10.1155/2022/4168308,2,7
paper_34663273,34663273,Association of the location and initial degree of malignant central airway stenosis with the risk of severe restenosis after interventional bronchoscopy.,BMC pulmonary medicine,2021.0,10.1186/s12890-021-01690-5,4,15
paper_34396450,34396450,Protective effects of metformin against myocardial ischemia‑reperfusion injury via AMPK‑dependent suppression of NOX4.,Molecular medicine reports,2021.0,10.3892/mmr.2021.12351,2,18
paper_40763100,40763100,"The ""How"" and ""Why"" Behind Clinical Site Visits: A Qualitative Study Exploring Director of Clinical Education Perspectives.","Journal, physical therapy education",2024.0,10.1097/JTE.0000000000000298,3,8
paper_38144097,38144097,Designing a Silymarin Nanopercolating System Using CME@ZIF-8: An Approach to Hepatic Injuries.,ACS omega,2023.0,10.1021/acsomega.3c08494,9,0
paper_35281538,35281538,Biomechanical Analysis of the Human Knee Joint.,Journal of healthcare engineering,2022.0,10.1155/2022/9365362,1,7
paper_39027057,39027057,"Rehabilitation needs of people with brain tumours in Ireland: Protocol for a prospective, mixed methods action research study (""Brain-RESTORE"").",HRB open research,2023.0,10.12688/hrbopenres.13786.1,17,0
paper_34044303,34044303,Annealing temperature effect on cobalt ferrite nanoparticles for photocatalytic degradation.,Chemosphere,2021.0,10.1016/j.chemosphere.2021.130903,5,5
paper_31649695,31649695,COP9 Signalosome CSN4 and CSN5 Subunits Are Involved in Jasmonate-Dependent Defense Against Root-Knot Nematode in Tomato.,Frontiers in plant science,2019.0,10.3389/fpls.2019.01223,5,0
paper_38100180,38100180,Intervention with impact: Reduced isolation of methicillin-resistant Staphylococcus pseudintermedius from dogs following the introduction of antimicrobial prescribing legislation in Germany.,The Veterinary record,,10.1002/vetr.3714,11,11
paper_38135901,38135901,PCAT-1' s role in wound healing impairment: Mitochondrial dysfunction and bone marrow stem cell differentiation inhibition via PKM2/β-catenin pathway and its impact on implant osseo-integration.,International wound journal,2024.0,10.1111/iwj.14589,8,9
paper_35242856,35242856,CircRASSF2 promotes IGF1R and osteosarcoma metastasis via sponging miR-6838-5p.,Annals of translational medicine,2022.0,10.21037/atm-21-6123,6,0
paper_34707800,34707800,Analysing a Novel RNA-Binding-Protein-Related Prognostic Signature Highly Expressed in Breast Cancer.,Journal of healthcare engineering,2021.0,10.1155/2021/9174055,6,7
paper_34914744,34914744,Metformin attenuates osteoclast-mediated abnormal subchondral bone remodeling and alleviates osteoarthritis via AMPK/NF-κB/ERK signaling pathway.,PloS one,2021.0,10.1371/journal.pone.0261127,6,16
paper_38159611,38159611,Review on interactions between nanomaterials and phytohormones: Novel perspectives and opportunities for mitigating environmental challenges.,Plant science : an international journal of experimental plant biology,2024.0,10.1016/j.plantsci.2023.111964,10,5
paper_38188654,38188654,Multicenter comparison of analytical interferences of 25-OH vitamin D immunoassay and mass spectrometry methods by endogenous interferents and cross-reactivity with 3-epi-25-OH-vitamin D<sub>3</sub>.,Practical laboratory medicine,2024.0,10.1016/j.plabm.2023.e00347,8,0
paper_35378941,35378941,Effects of Cardiopulmonary Rehabilitation Promotion Mode Intervention Combined with Oxygen Therapy on Cardiopulmonary Function and Blood Gas Analysis Indexes of COPD Patients with Cor Pulmonale.,Journal of healthcare engineering,2022.0,10.1155/2022/8495996,5,5
paper_29556174,29556174,Apolipoprotein E-Mimetic Peptide COG1410 Promotes Autophagy by Phosphorylating GSK-3β in Early Brain Injury Following Experimental Subarachnoid Hemorrhage.,Frontiers in neuroscience,2018.0,10.3389/fnins.2018.00127,12,0
paper_38058995,38058995,Relativistic ultrafast electron diffraction at high repetition rates.,"Structural dynamics (Melville, N.Y.)",2023.0,10.1063/4.0000203,20,0
paper_38075927,38075927,The <i>Pseudomonas syringae</i> pv. tomato DC3000 effector HopD1 interferes with cellular dynamics associated with the function of the plant immune protein AtNHR2B.,Frontiers in microbiology,2023.0,10.3389/fmicb.2023.1305899,4,0
paper_38545352,38545352,Early-onset Marfan syndrome with aortic dilatation and giant pulmonary artery aneurysm: A case report.,Turk gogus kalp damar cerrahisi dergisi,2024.0,10.5606/tgkdc.dergisi.2024.24850,3,0
paper_35135310,35135310,"Effectiveness of ivermectin-based multidrug therapy in severely hypoxic, ambulatory COVID-19 patients.",Future microbiology,2022.0,10.2217/fmb-2022-0014,7,8
paper_35273786,35273786,Artificial Intelligence of Things- (AIoT-) Based Patient Activity Tracking System for Remote Patient Monitoring.,Journal of healthcare engineering,2022.0,10.1155/2022/8732213,7,6
paper_38092977,38092977,Enhancing diversified extracellular electron transfer (EET) processes through N-MXene-modified non-adhesive hydrogel bioanodes.,Bioprocess and biosystems engineering,2024.0,10.1007/s00449-023-02950-w,4,7
paper_38098179,38098179,Altering environmental conditions induce shifts in simulated deep terrestrial subsurface bacterial communities-Secretion of primary and secondary metabolites.,Environmental microbiology,2024.0,10.1111/1462-2920.16552,6,4
paper_38269097,38269097,Rapamycin-sensitive mechanisms confine the growth of fission yeast below the temperatures detrimental to cell physiology.,iScience,2024.0,10.1016/j.isci.2023.108777,14,0
paper_38009718,38009718,Identification of Small Molecule Inhibitors and Ligand Directed Degraders of Calcium/Calmodulin Dependent Protein Kinase Kinase 1 and 2 (CaMKK1/2).,Journal of medicinal chemistry,2023.0,10.1021/acs.jmedchem.3c01137,21,7
paper_29151904,29151904,Inhibition of autophagy attenuated curcumol-induced apoptosis in MG-63 human osteosarcoma cells via Janus kinase signaling pathway.,Oncology letters,2017.0,10.3892/ol.2017.7010,2,0
paper_38187574,38187574,Spatial transcriptomics analysis identifies a unique tumor-promoting function of the meningeal stroma in melanoma leptomeningeal disease.,bioRxiv : the preprint server for biology,2023.0,10.1101/2023.12.18.572266,12,0
paper_38239360,38239360,Exploring the causal role of gut microbiota in giant cell arteritis: a Mendelian randomization analysis with mediator insights.,Frontiers in immunology,2023.0,10.3389/fimmu.2023.1280249,4,7
paper_38132335,38132335,Waste to Medicine: Evidence from Computational Studies on the Modulatory Role of Corn Silk on the Therapeutic Targets Implicated in Type 2 Diabetes Mellitus.,Biology,2023.0,10.3390/biology12121509,5,0
paper_38151984,38151984,Potentially functional genetic variants in ferroptosis-related CREB3 and GALNT14 genes predict survival of hepatitis B virus-related hepatocellular carcinoma.,Cancer medicine,2024.0,10.1002/cam4.6848,16,14
paper_38720717,38720717,Pancreatic mucinous adenocarcinoma has different clinical characteristics and better prognosis compared to non-specific PDAC: A retrospective observational study.,Heliyon,2024.0,10.1016/j.heliyon.2024.e30268,5,0
paper_38258051,38258051,Immunomodulatory Effect of Hypericin-Mediated Photodynamic Therapy on Oral Cancer Cells.,Pharmaceutics,2023.0,10.3390/pharmaceutics16010042,5,0
paper_38250447,38250447,New insights in the Spanish gene pool of olive (<i>Olea europaea</i> L.) preserved <i>ex situ</i> and <i>in situ</i> based on high-throughput molecular markers.,Frontiers in plant science,2023.0,10.3389/fpls.2023.1267601,13,0
paper_38778928,38778928,"Exploring the convergence of ICT, digital financial inclusion, environmental pressures, and free trade and their significance in driving sustainable green investment initiatives under carbon neutrality targets.",Heliyon,2024.0,10.1016/j.heliyon.2024.e31102,5,0
paper_38904501,38904501,Clinical outcomes of hospitalised individuals with spin-induced exertional rhabdomyolysis.,"Annals of the Academy of Medicine, Singapore",2023.0,10.47102/annals-acadmedsg.2022342,4,13
paper_33304611,33304611,Specific Removal of Nitrite from Lake Urmia Sediments by Biohydrogel Based on Isolated Soy Protein/Tragacanth/Mesoporous Silica Nanoparticles/Lycopene.,"Global challenges (Hoboken, NJ)",2020.0,10.1002/gch2.202000061,2,0
paper_38072393,38072393,Nanotechnology-mediated photodynamic therapy: Focus on overcoming tumor hypoxia.,Wiley interdisciplinary reviews. Nanomedicine and nanobiotechnology,2024.0,10.1002/wnan.1937,3,13
paper_37842581,37842581,Solvothermally designed Pr-MOF/Fe<sub>2</sub>O<sub>3</sub> based nanocomposites for efficient electrocatalytic water splitting.,Heliyon,2023.0,10.1016/j.heliyon.2023.e20261,6,0
paper_34901274,34901274,Expression of lncRNA-ANRIL before and after Treatment and Its Predictive Value for Short-Term Survival in Patients with Coronary Heart Disease.,BioMed research international,2021.0,10.1155/2021/5431985,2,11
paper_38196621,38196621,Rare variant analyses validate known ALS genes in a multi-ethnic population and identifies <i>ANTXR2</i> as a candidate in PLS.,Research square,2023.0,10.21203/rs.3.rs-3721598/v1,14,0
paper_36248582,36248582,Post-COVID-19 investor psychology and individual investment decision: A moderating role of information availability.,Frontiers in psychology,2022.0,10.3389/fpsyg.2022.846088,5,0
paper_36275290,36275290,The nexus between digital finance and carbon emissions: Evidence from China.,Frontiers in psychology,2022.0,10.3389/fpsyg.2022.997692,2,0
paper_35103054,35103054,<i>FVC-NET</i>: An Automated Diagnosis of Pulmonary Fibrosis Progression Prediction Using Honeycombing and Deep Learning.,Computational intelligence and neuroscience,2022.0,10.1155/2022/2832400,6,6
paper_38358146,38358146,Assessment of factors affecting response of direct-acting antivirals in chronic hepatitis C patients.,Annals of African medicine,2023.0,10.4103/aam.aam_183_22,6,17
paper_23991179,23991179,Combination of mTOR and EGFR kinase inhibitors blocks mTORC1 and mTORC2 kinase activity and suppresses the progression of colorectal carcinoma.,PloS one,2013.0,10.1371/journal.pone.0073175,8,11
paper_38130447,38130447,Enterovirus E infects bovine peripheral blood mononuclear cells. Implications for pathogenesis?,Journal of veterinary research,2023.0,10.2478/jvetres-2023-0061,4,0
paper_29117764,29117764,Counseling and in-advance provision of levonorgestrel emergency contraceptive pills decrease the rate of unplanned pregnancy during breastfeeding: a randomized controlled trial.,"The journal of maternal-fetal & neonatal medicine : the official journal of the European Association of Perinatal Medicine, the Federation of Asia and Oceania Perinatal Societies, the International Society of Perinatal Obstetricians",2019.0,10.1080/14767058.2017.1403580,6,14
